"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","mean","sd","SKO"
"294208",0.272,0.488,0,0.24,0,0,0,0,0,0,0,0.806305553,0.1936281,0.245666104,0.632432432,0.25,30.5639141891844,2.7944158827592,0.240891118711876
"294207",0.274,0.488,0,0.238,0,0,0,0,0,0,0,0.802028932,0.195135469,0.245581535,0.632432432,0.25,30.5747291022175,2.78773521578269,0.240771605209202
"294190",0.308,0.488,0,0.204,0,0,0,0,0,0,0,0.726619612,0.220760745,0.2406725,0.632432432,0.25,30.896694511199,2.60473432400078,0.240747291490207
"294193",0.302,0.488,0,0.21,0,0,0,0,0,0,0,0.740308096,0.216238637,0.242021213,0.632432432,0.25,30.8362241474287,2.63839336505871,0.240595683633326
"83",0.312,0.474,0,0.214,0,0,0,0,0,0,0,0.729267741,0.221959227,0.251697699,0.518918919,0.25,29.1384592404502,3.6005452035455,0.240569117673614
"294206",0.276,0.488,0,0.236,0,0,0,0,0,0,0,0.797735085,0.196642838,0.245474526,0.632432432,0.25,30.5854507109765,2.78045837321033,0.240505908470605
"294211",0.266,0.488,0,0.246,0,0,0,0,0,0,0,0.819032887,0.189105992,0.245785494,0.632432432,0.25,30.5234431899883,2.81496186957001,0.240339882216369
"294186",0.316,0.488,0,0.196,0,0,0,0,0,0,0,0.708105038,0.226790222,0.238545322,0.632432432,0.25,30.8669268165051,2.61981301799653,0.240329735973622
"294189",0.31,0.488,0,0.202,0,0,0,0,0,0,0,0.722019374,0.222268114,0.240176124,0.632432432,0.25,30.8926177522288,2.60465923999485,0.240196082108761
"294205",0.278,0.488,0,0.234,0,0,0,0,0,0,0,0.793423927,0.198150207,0.245345043,0.632432432,0.25,30.5966736094759,2.77258957493737,0.240170742524159
"294204",0.28,0.488,0,0.232,0,0,0,0,0,0,0,0.789095373,0.199657577,0.245193046,0.632432432,0.25,30.6107320598039,2.76414028974857,0.240066976043891
"294203",0.282,0.488,0,0.23,0,0,0,0,0,0,0,0.784749339,0.201164946,0.245018495,0.632432432,0.25,30.6242028732784,2.75557067341952,0.239860569768344
"294188",0.312,0.488,0,0.2,0,0,0,0,0,0,0,0.717400265,0.223775483,0.239656198,0.632432432,0.25,30.8890935137396,2.60388719870294,0.239557330620637
"210171",0.286,0.484,0,0.23,0,0,0,0,0,0,0,0.778944953,0.20345071,0.247705428,0.6,0.25,31.0537379478358,2.51057211143193,0.239542681977061
"294202",0.284,0.488,0,0.228,0,0,0,0,0,0,0,0.780385737,0.202672315,0.244821345,0.632432432,0.25,30.6375944257179,2.74631694765868,0.239489301549885
"84089",0.36,0.478,0,0.162,0,0,0,0,0,0,0,0.613520308,0.257543024,0.230023633,0.551351351,0.25,29.6348972858478,3.31453569225236,0.239362149686226
"294187",0.314,0.488,0,0.198,0,0,0,0,0,0,0,0.712762187,0.225282852,0.23911263,0.632432432,0.25,30.882209314989,2.60675912309185,0.239319922097802
"294194",0.3,0.488,0,0.212,0,0,0,0,0,0,0,0.744833836,0.214731268,0.242424253,0.632432432,0.25,30.8024245858839,2.65192319843096,0.239300891704677
"294182",0.324,0.488,0,0.188,0,0,0,0,0,0,0,0.689283674,0.232819698,0.23603662,0.632432432,0.25,30.7722731903097,2.66824071345702,0.239120944880492
"294201",0.286,0.488,0,0.226,0,0,0,0,0,0,0,0.77600448,0.204179684,0.244601548,0.632432432,0.25,30.6509107362664,2.73635555301589,0.238948110291572
"42070",0.368,0.476,0,0.156,0,0,0,0,0,0,0,0.59609355,0.263164769,0.227706401,0.535135135,0.25,29.0849659156513,3.62167336892741,0.238784102615805
"294212",0.264,0.488,0,0.248,0,0,0,0,0,0,0,0.823241428,0.187598623,0.245780608,0.632432432,0.25,30.4981624473747,2.82188518683892,0.238681197896911
"82",0.314,0.474,0,0.212,0,0,0,0,0,0,0,0.724853291,0.223423352,0.251237349,0.518918919,0.25,29.1046288190762,3.60873032195967,0.238407075867751
"168125",0.348,0.482,0,0.17,0,0,0,0,0,0,0,0.638259433,0.249351337,0.23198109,0.583783784,0.25,30.0287016341831,3.08654296516445,0.238303468869115
"294200",0.288,0.488,0,0.224,0,0,0,0,0,0,0,0.77160548,0.205687053,0.244359054,0.632432432,0.25,30.6628645312865,2.72561952356307,0.238057152466689
"294195",0.298,0.488,0,0.214,0,0,0,0,0,0,0,0.749341192,0.213223899,0.242804158,0.632432432,0.25,30.7688127821505,2.6645867362742,0.237842457341938
"294213",0.262,0.488,0,0.25,0,0,0,0,0,0,0,0.827433151,0.186091254,0.245753418,0.632432432,0.25,30.4770938793666,2.82891796212262,0.237587587903564
"294196",0.296,0.488,0,0.216,0,0,0,0,0,0,0,0.753830259,0.21171653,0.243160998,0.632432432,0.25,30.7423398828458,2.67718427179475,0.2372957961193
"294197",0.294,0.488,0,0.218,0,0,0,0,0,0,0,0.758301129,0.210209161,0.243494843,0.632432432,0.25,30.7205255679207,2.68937473763104,0.237256379591554
"294199",0.29,0.488,0,0.222,0,0,0,0,0,0,0,0.767188648,0.207194422,0.24409381,0.632432432,0.25,30.6744009202738,2.71442304799976,0.237008597795301
"294198",0.292,0.488,0,0.22,0,0,0,0,0,0,0,0.762753895,0.208701792,0.24380576,0.632432432,0.25,30.6934405686631,2.70238083404357,0.236726793045107
"210170",0.288,0.484,0,0.228,0,0,0,0,0,0,0,0.774607492,0.204945724,0.247484356,0.6,0.25,31.0451146364337,2.50335061922594,0.236722913072502
"84088",0.362,0.478,0,0.16,0,0,0,0,0,0,0,0.608573965,0.259019504,0.228954349,0.551351351,0.25,29.576943722266,3.33269889534206,0.236354695260043
"42069",0.37,0.476,0,0.154,0,0,0,0,0,0,0,0.59109851,0.264635072,0.226547099,0.535135135,0.25,29.0347760455744,3.63694781099661,0.236233657298223
"81",0.316,0.474,0,0.21,0,0,0,0,0,0,0,0.720420742,0.224887477,0.250754139,0.518918919,0.25,29.0700074179413,3.61693280135555,0.236181401711356
"294181",0.326,0.488,0,0.186,0,0,0,0,0,0,0,0.684529618,0.234327067,0.235349024,0.632432432,0.25,30.7247260575491,2.68121265032617,0.235949688786576
"168124",0.35,0.482,0,0.168,0,0,0,0,0,0,0,0.633367201,0.250840173,0.231036605,0.583783784,0.25,29.9708156673273,3.10499511970338,0.235257280593936
"80",0.318,0.474,0,0.208,0,0,0,0,0,0,0,0.715970002,0.226351602,0.25024799,0.518918919,0.25,29.0348771254365,3.62522727885871,0.233939699894341
"84087",0.364,0.478,0,0.158,0,0,0,0,0,0,0,0.60360668,0.260495984,0.22785878,0.551351351,0.25,29.5231597560277,3.35069133196666,0.23383661932529
"42068",0.372,0.476,0,0.152,0,0,0,0,0,0,0,0.58608221,0.266105375,0.225360926,0.535135135,0.25,28.9839461200679,3.65217088269101,0.233637080563323
"210169",0.29,0.484,0,0.226,0,0,0,0,0,0,0,0.770252453,0.206440738,0.247240735,0.6,0.25,31.0334895083751,2.49535918598858,0.233351482121096
"294180",0.328,0.488,0,0.184,0,0,0,0,0,0,0,0.679755863,0.235834437,0.234637024,0.632432432,0.25,30.677645906496,2.69341128881997,0.232705339166852
"168123",0.352,0.482,0,0.166,0,0,0,0,0,0,0,0.628454404,0.252329009,0.230066505,0.583783784,0.25,29.9126291371137,3.12318919477842,0.232168334615098
"79",0.32,0.474,0,0.206,0,0,0,0,0,0,0,0.711500976,0.227815727,0.249718818,0.518918919,0.25,28.9987509614149,3.63372340169878,0.23165122130872
"84086",0.366,0.478,0,0.156,0,0,0,0,0,0,0,0.59861833,0.261972465,0.22673673,0.551351351,0.25,29.4701088059039,3.36874186267973,0.231448905217895
"42067",0.374,0.476,0,0.15,0,0,0,0,0,0,0,0.581044524,0.267575677,0.224147664,0.535135135,0.25,28.9332652873111,3.66734300548104,0.231081833926041
"210168",0.292,0.484,0,0.224,0,0,0,0,0,0,0,0.76587975,0.207935751,0.246974514,0.6,0.25,31.0272648027197,2.48793826417774,0.230834262844177
"84085",0.368,0.478,0,0.154,0,0,0,0,0,0,0,0.593608791,0.263448945,0.225587996,0.551351351,0.25,29.41967131706,3.38752193731521,0.229534074264608
"210152",0.324,0.484,0,0.192,0,0,0,0,0,0,0,0.693439408,0.23185597,0.239586759,0.6,0.25,30.95255402746,2.52385055764847,0.229433003341646
"78",0.322,0.474,0,0.204,0,0,0,0,0,0,0,0.707013571,0.229279852,0.249166535,0.518918919,0.25,28.9611622097186,3.64255077195476,0.229292581527281
"210151",0.326,0.484,0,0.19,0,0,0,0,0,0,0,0.688752174,0.233350984,0.238925299,0.6,0.25,30.9057206079473,2.54875258614685,0.229102564123667
"168122",0.354,0.482,0,0.164,0,0,0,0,0,0,0,0.623520922,0.253817845,0.22907062,0.583783784,0.25,29.8541489448325,3.1411192836427,0.229038662842541
"210167",0.294,0.484,0,0.222,0,0,0,0,0,0,0,0.761489295,0.209430765,0.246685637,0.6,0.25,31.0272980423466,2.47959841402533,0.228924946096543
"42066",0.376,0.476,0,0.148,0,0,0,0,0,0,0,0.575985324,0.26904598,0.22290709,0.535135135,0.25,28.8832077910758,3.68245636051496,0.228616415608041
"210150",0.328,0.484,0,0.188,0,0,0,0,0,0,0,0.684045546,0.234845998,0.238239744,0.6,0.25,30.8579057354729,2.57331091847434,0.228569785048698
"210149",0.33,0.484,0,0.186,0,0,0,0,0,0,0,0.679319419,0.236341011,0.237529977,0.6,0.25,30.8102147870041,2.59743980121166,0.227958494285848
"84084",0.37,0.478,0,0.152,0,0,0,0,0,0,0,0.58857794,0.264925426,0.224412368,0.551351351,0.25,29.3682299710168,3.40635822299688,0.227543269590323
"77",0.324,0.474,0,0.202,0,0,0,0,0,0,0,0.702507691,0.230743977,0.248591052,0.518918919,0.25,28.9260971969325,3.65216815538085,0.227380992277023
"210153",0.322,0.484,0,0.194,0,0,0,0,0,0,0,0.698107353,0.230360957,0.240224239,0.6,0.25,30.9791637767133,2.49922652907888,0.22723316149535
"210161",0.306,0.484,0,0.21,0,0,0,0,0,0,0,0.734768703,0.218400847,0.24447314,0.6,0.25,31.087685556323,2.43807620046877,0.227175608588065
"210160",0.308,0.484,0,0.208,0,0,0,0,0,0,0,0.730251434,0.219895861,0.244023874,0.6,0.25,31.0959828542881,2.43339275978182,0.227168296915504
"210166",0.296,0.484,0,0.22,0,0,0,0,0,0,0,0.757080998,0.210925779,0.246374046,0.6,0.25,31.0287632309025,2.47027274920744,0.226980304510255
"294179",0.33,0.488,0,0.182,0,0,0,0,0,0,0,0.674962299,0.237341806,0.233900494,0.632432432,0.25,30.6080371374097,2.70574634741126,0.226730871276755
"210162",0.304,0.484,0,0.212,0,0,0,0,0,0,0,0.739267577,0.216905834,0.244899278,0.6,0.25,31.0742575905745,2.44334833340972,0.226658182020888
"168121",0.356,0.482,0,0.162,0,0,0,0,0,0,0,0.618566637,0.255306681,0.228048771,0.583783784,0.25,29.8013574652919,3.15875115228426,0.226553414089908
"42065",0.378,0.476,0,0.146,0,0,0,0,0,0,0,0.570904481,0.270516283,0.221638971,0.535135135,0.25,28.8330623153857,3.69751971532336,0.226164950855534
"210163",0.302,0.484,0,0.214,0,0,0,0,0,0,0,0.74374815,0.21541082,0.245302365,0.6,0.25,31.057689692445,2.44852256346184,0.225717541576228
"76",0.326,0.474,0,0.2,0,0,0,0,0,0,0,0.69798324,0.232208102,0.247992274,0.518918919,0.25,28.8923013812511,3.66220668546703,0.225703121384229
"84083",0.372,0.478,0,0.15,0,0,0,0,0,0,0,0.58352565,0.266401906,0.223209629,0.551351351,0.25,29.3175375020099,3.42506764739995,0.225636246385026
"210159",0.31,0.484,0,0.206,0,0,0,0,0,0,0,0.725715675,0.221390875,0.2435514,0.6,0.25,31.0853178607272,2.43255282624802,0.225605116080684
"210148",0.332,0.484,0,0.184,0,0,0,0,0,0,0,0.674573687,0.237836025,0.236795876,0.6,0.25,30.7477381814,2.62131661915896,0.22544230902025
"210154",0.32,0.484,0,0.196,0,0,0,0,0,0,0,0.702756113,0.228865943,0.240837848,0.6,0.25,31.004051578914,2.47427188910849,0.224736117794305
"210165",0.298,0.484,0,0.218,0,0,0,0,0,0,0,0.752654769,0.212420793,0.24603968,0.6,0.25,31.0281101134079,2.45986021323636,0.224524617917934
"210164",0.3,0.484,0,0.216,0,0,0,0,0,0,0,0.748210517,0.213915806,0.245682476,0.6,0.25,31.0396346562839,2.45333378492278,0.224508414293202
"168120",0.358,0.482,0,0.16,0,0,0,0,0,0,0,0.613591428,0.256795517,0.227000777,0.583783784,0.25,29.7495844789267,3.17609624478486,0.224160763489111
"75",0.328,0.474,0,0.198,0,0,0,0,0,0,0,0.69344012,0.233672227,0.247370103,0.518918919,0.25,28.8581785026931,3.67218914224335,0.223995326911278
"42064",0.38,0.476,0,0.144,0,0,0,0,0,0,0,0.565801867,0.271986585,0.220343068,0.535135135,0.25,28.7828329131038,3.71253268552061,0.223727908030725
"84082",0.374,0.478,0,0.148,0,0,0,0,0,0,0,0.578451793,0.267878387,0.221979556,0.551351351,0.25,29.2667635309496,3.44367384331886,0.223724844697132
"210158",0.312,0.484,0,0.204,0,0,0,0,0,0,0,0.721161328,0.222885888,0.243055634,0.6,0.25,31.0730293905061,2.43105154370311,0.223691078847385
"210147",0.334,0.484,0,0.182,0,0,0,0,0,0,0,0.669808242,0.239331039,0.236037313,0.6,0.25,30.6824142108089,2.64477859963782,0.222518613496928
"210155",0.318,0.484,0,0.198,0,0,0,0,0,0,0,0.70738579,0.227370929,0.241427692,0.6,0.25,31.0281001777436,2.44931156773946,0.222130513588452
"84081",0.376,0.478,0,0.146,0,0,0,0,0,0,0,0.573356239,0.269354867,0.220721918,0.551351351,0.25,29.215912336551,3.46217607129114,0.221809794321879
"74",0.33,0.474,0,0.196,0,0,0,0,0,0,0,0.688878233,0.235136352,0.246724439,0.518918919,0.25,28.8194420935186,3.68206133905953,0.22179992329424
"168119",0.36,0.482,0,0.158,0,0,0,0,0,0,0,0.608595174,0.258284353,0.225926448,0.583783784,0.25,29.6976496058383,3.19315355951132,0.221724549308557
"210157",0.314,0.484,0,0.202,0,0,0,0,0,0,0,0.716588298,0.224380902,0.242536488,0.6,0.25,31.0614943054399,2.42847210818654,0.221638332579332
"42063",0.382,0.476,0,0.142,0,0,0,0,0,0,0,0.560677349,0.273456888,0.219019133,0.535135135,0.25,28.7323612229472,3.72751171596421,0.221292068165
"210156",0.316,0.484,0,0.2,0,0,0,0,0,0,0,0.711996485,0.225875916,0.241993872,0.6,0.25,31.0480823148218,2.43164803311122,0.220660754830848
"294178",0.332,0.488,0,0.18,0,0,0,0,0,0,0,0.670148818,0.238849175,0.233139305,0.632432432,0.25,30.5316263285524,2.71753044668094,0.219943627654596
"84080",0.378,0.478,0,0.144,0,0,0,0,0,0,0,0.568238859,0.270831348,0.219436476,0.551351351,0.25,29.1649882232274,3.4805736876929,0.219891824232117
"210146",0.336,0.484,0,0.18,0,0,0,0,0,0,0,0.665022975,0.240826052,0.235254159,0.6,0.25,30.6195371534133,2.66782384548191,0.219847987372271
"73",0.332,0.474,0,0.194,0,0,0,0,0,0,0,0.684297479,0.236600477,0.246055177,0.518918919,0.25,28.7805599021312,3.69195987576232,0.219618182839562
"168118",0.362,0.482,0,0.156,0,0,0,0,0,0,0,0.603577751,0.259773189,0.224825587,0.583783784,0.25,29.6455551386829,3.20991692591633,0.219245539032518
"252195",0.268,0.486,0,0.246,0,0,0,0,0,0,0,0.816041327,0.190267408,0.24722283,0.616216216,0.25,30.7861767871159,2.57152765550103,0.219195454930108
"42062",0.384,0.476,0,0.14,0,0,0,0,0,0,0,0.555530794,0.274927191,0.217666912,0.535135135,0.25,28.6819609192102,3.74250200277922,0.21889851362229
"252196",0.266,0.486,0,0.248,0,0,0,0,0,0,0,0.820237112,0.188766217,0.24723042,0.616216216,0.25,30.7678719753786,2.57980736036903,0.218763425595852
"252197",0.264,0.486,0,0.25,0,0,0,0,0,0,0,0.824416116,0.187265025,0.247215765,0.616216216,0.25,30.7500975878725,2.58756643198119,0.218283717771889
"84079",0.38,0.478,0,0.142,0,0,0,0,0,0,0,0.56309952,0.272307828,0.218122983,0.551351351,0.25,29.1139193822416,3.49887583195959,0.217965435723368
"252194",0.27,0.486,0,0.244,0,0,0,0,0,0,0,0.81182868,0.191768599,0.247192974,0.616216216,0.25,30.7879228678262,2.56457106866098,0.2178789456414
"210145",0.338,0.484,0,0.178,0,0,0,0,0,0,0,0.660217776,0.242321066,0.234446277,0.6,0.25,30.560785159274,2.69047481571407,0.217629682432492
"72",0.334,0.474,0,0.192,0,0,0,0,0,0,0,0.679697759,0.238064602,0.245362208,0.518918919,0.25,28.7417670003188,3.7018858581437,0.217474502468338
"168117",0.364,0.482,0,0.154,0,0,0,0,0,0,0,0.598539034,0.261262025,0.223697994,0.583783784,0.25,29.5951353608017,3.22658218303468,0.216967084625664
"42061",0.386,0.476,0,0.138,0,0,0,0,0,0,0,0.550362068,0.276397494,0.21628614,0.535135135,0.25,28.6338354191665,3.75808631548278,0.216877444739749
"84078",0.382,0.478,0,0.14,0,0,0,0,0,0,0,0.557938089,0.273784309,0.216781182,0.551351351,0.25,29.064946855426,3.5178654713964,0.216415917482494
"210144",0.34,0.484,0,0.176,0,0,0,0,0,0,0,0.655392534,0.24381608,0.233613528,0.6,0.25,30.5068486441921,2.71273967814233,0.215934446521837
"252193",0.272,0.486,0,0.242,0,0,0,0,0,0,0,0.80759909,0.193269791,0.247140826,0.616216216,0.25,30.7829523539096,2.55773750732679,0.215770233258327
"168116",0.366,0.482,0,0.152,0,0,0,0,0,0,0,0.593478898,0.26275086,0.22254346,0.583783784,0.25,29.5505306304749,3.24533097167406,0.215767673687043
"84077",0.384,0.478,0,0.138,0,0,0,0,0,0,0,0.552754431,0.275260789,0.215410811,0.551351351,0.25,29.0167847632136,3.53703079384055,0.215003553590507
"71",0.336,0.474,0,0.19,0,0,0,0,0,0,0,0.675078971,0.239528727,0.244645419,0.518918919,0.25,28.6989628481614,3.71183401025962,0.214950744619974
"42060",0.388,0.476,0,0.136,0,0,0,0,0,0,0,0.545171035,0.277867796,0.214876542,0.535135135,0.25,28.586084442353,3.77369281429307,0.21492349162164
"168115",0.368,0.482,0,0.15,0,0,0,0,0,0,0,0.588397215,0.264239696,0.221361768,0.583783784,0.25,29.5056269616209,3.26427814871999,0.214588119831592
"252192",0.274,0.486,0,0.24,0,0,0,0,0,0,0,0.803352477,0.194770982,0.247066358,0.616216216,0.25,30.7829794485137,2.55200499284451,0.214519937642631
"210143",0.342,0.484,0,0.174,0,0,0,0,0,0,0,0.650547137,0.245311093,0.232755767,0.6,0.25,30.4525992660225,2.7345680131977,0.214130245499339
"84076",0.386,0.478,0,0.136,0,0,0,0,0,0,0,0.547548408,0.276737269,0.214011596,0.551351351,0.25,28.9686099348329,3.5561028281231,0.213589599635109
"294177",0.334,0.488,0,0.178,0,0,0,0,0,0,0,0.665315308,0.240356544,0.232353322,0.632432432,0.25,30.4581915155271,2.72833632468362,0.213470572947414
"168114",0.37,0.482,0,0.148,0,0,0,0,0,0,0,0.583293857,0.265728532,0.220152696,0.583783784,0.25,29.4587931778518,3.28307184411495,0.213183269854258
"252191",0.276,0.486,0,0.238,0,0,0,0,0,0,0,0.799088758,0.196272174,0.246969539,0.616216216,0.25,30.7831854856731,2.54560429830698,0.21314873581792
"42059",0.39,0.476,0,0.134,0,0,0,0,0,0,0,0.539957557,0.279338099,0.213437836,0.535135135,0.25,28.5389118623087,3.78934984768363,0.213060631688799
"70",0.338,0.474,0,0.188,0,0,0,0,0,0,0,0.670441012,0.240992851,0.243904694,0.518918919,0.25,28.655031401952,3.72175630583287,0.212340090298013
"84075",0.388,0.478,0,0.134,0,0,0,0,0,0,0,0.542319883,0.27821375,0.212583254,0.551351351,0.25,28.9211792353066,3.57516972798507,0.212268445239958
"210142",0.344,0.484,0,0.172,0,0,0,0,0,0,0,0.645681471,0.246806107,0.231872844,0.6,0.25,30.3980565278109,2.7559559203207,0.212221867437701
"168113",0.372,0.482,0,0.146,0,0,0,0,0,0,0,0.578168693,0.267217368,0.218916014,0.583783784,0.25,29.4119402694488,3.30170018822343,0.211761104933478
"252190",0.278,0.486,0,0.236,0,0,0,0,0,0,0,0.79480785,0.197773365,0.246850335,0.616216216,0.25,30.783434863326,2.53847067106308,0.211627078827141
"42058",0.392,0.476,0,0.132,0,0,0,0,0,0,0,0.534721495,0.280808402,0.211969729,0.535135135,0.25,28.4917122312128,3.80496210025884,0.211209821848938
"84074",0.39,0.478,0,0.132,0,0,0,0,0,0,0,0.537068716,0.27969023,0.211125494,0.551351351,0.25,28.8737886097545,3.59414595136004,0.210950443981762
"168112",0.374,0.482,0,0.144,0,0,0,0,0,0,0,0.573021592,0.268706204,0.217651483,0.583783784,0.25,29.3655618898728,3.32038421535617,0.210417198775002
"252189",0.28,0.486,0,0.234,0,0,0,0,0,0,0,0.79050967,0.199274557,0.246708709,0.616216216,0.25,30.7860225142424,2.53063230961931,0.210238786545789
"210141",0.346,0.484,0,0.17,0,0,0,0,0,0,0,0.640795422,0.248301121,0.230964604,0.6,0.25,30.3419750472498,2.77691324399043,0.210070157758183
"168111",0.376,0.482,0,0.142,0,0,0,0,0,0,0,0.56785242,0.27019504,0.216358857,0.583783784,0.25,29.3237431304134,3.34098009001485,0.209937383174823
"69",0.34,0.474,0,0.186,0,0,0,0,0,0,0,0.665783779,0.242456976,0.243139913,0.518918919,0.25,28.6115215590797,3.73166644841962,0.209802315192971
"84073",0.392,0.478,0,0.13,0,0,0,0,0,0,0,0.531794766,0.281166711,0.209638011,0.551351351,0.25,28.8263979431227,3.61302625242018,0.20963060143625
"168110",0.378,0.482,0,0.14,0,0,0,0,0,0,0,0.562661043,0.271683876,0.215037881,0.583783784,0.25,29.2818275910947,3.36145358971402,0.20942971912456
"42057",0.394,0.476,0,0.13,0,0,0,0,0,0,0,0.529462707,0.282278704,0.210471919,0.535135135,0.25,28.4444896296472,3.82052971048674,0.209371448158306
"168109",0.38,0.482,0,0.138,0,0,0,0,0,0,0,0.557447325,0.273172712,0.213688292,0.583783784,0.25,29.2396879103922,3.38182594339293,0.208885327793949
"252188",0.282,0.486,0,0.232,0,0,0,0,0,0,0,0.786194132,0.200775748,0.246544623,0.616216216,0.25,30.7886549906807,2.52286650481393,0.208874674157151
"168108",0.382,0.482,0,0.136,0,0,0,0,0,0,0,0.552211127,0.274661548,0.212309818,0.583783784,0.25,29.1976229860785,3.4020509490495,0.208327189930242
"84072",0.394,0.478,0,0.128,0,0,0,0,0,0,0,0.526497889,0.282643191,0.208120494,0.551351351,0.25,28.7790117598708,3.63181075854672,0.208309537252622
"294176",0.336,0.488,0,0.176,0,0,0,0,0,0,0,0.660461658,0.241863913,0.231542407,0.632432432,0.25,30.3918714132981,2.73821466531206,0.207786165079132
"168107",0.384,0.482,0,0.134,0,0,0,0,0,0,0,0.54695231,0.276150384,0.210902177,0.583783784,0.25,29.1556661299874,3.42212916469625,0.207759061502436
"42056",0.396,0.476,0,0.128,0,0,0,0,0,0,0,0.524181052,0.283749007,0.208944091,0.535135135,0.25,28.3972481776778,3.83605292417873,0.207545902562022
"210140",0.348,0.484,0,0.168,0,0,0,0,0,0,0,0.635888873,0.249796134,0.230030886,0.6,0.25,30.2831782162813,2.79742350958828,0.207544847537247
"68",0.342,0.474,0,0.184,0,0,0,0,0,0,0,0.661107168,0.243921101,0.242350951,0.518918919,0.25,28.5695514345881,3.74158987622119,0.207450185576903
"252187",0.284,0.486,0,0.23,0,0,0,0,0,0,0,0.781861151,0.202276939,0.246358033,0.616216216,0.25,30.7911051736875,2.51469655237305,0.207404631582657
