"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","EI","mean","sd"
"294174",0.34,0.488,0,0.172,0,0,0,0,0,0,0,0.650693482,0.244878651,0.229845196,0.632432432,0.25,0.411659094835935,30.7310327042855,3.10461497319301
"168154",0.29,0.482,0,0.228,0,0,0,0,0,0,0,0.771676253,0.206175095,0.248827895,0.583783784,0.25,0.411260400372323,30.793760665969,3.05580335700414
"294278",0.334,0.486,0.002,0.178,0,0,0,0,0,0,0,0.66399039,0.247009973,0.243844415,0.635135135,0.5,0.410913059456524,30.868177925466,2.9980005112442
"294392",0.308,0.484,0.004,0.204,0,0,0,0,0,0,0,0.723962445,0.234037596,0.261668862,0.637837838,0.5,0.410419188812346,31.275661004806,2.67922538791323
"294381",0.33,0.484,0.004,0.182,0,0,0,0,0,0,0,0.672310583,0.250638073,0.254928141,0.637837838,0.5,0.410265160323095,31.0963637415391,2.81983224249572
"294295",0.3,0.486,0.002,0.212,0,0,0,0,0,0,0,0.743504605,0.221369694,0.253888106,0.635135135,0.5,0.407924986258686,31.1268732814077,2.78858677093015
"296805",0.328,0.488,0,0.182,0,0,0,0.002,0,0,0,0.677349087,0.241635337,0.244435588,0.637837838,0.5,0.407185322190268,31.013336248882,2.87443226977154
"296815",0.308,0.488,0,0.202,0,0,0,0.002,0,0,0,0.724545498,0.226543994,0.250603642,0.637837838,0.5,0.407008010716913,31.2063153044022,2.72338698623041
"260049",0.31,0.486,0,0.198,0,0,0,0.006,0,0,0,0.717585627,0.239078634,0.266986816,0.632432432,0.5,0.404196272140777,31.0138346743207,2.86443308127942
"42097",0.314,0.476,0,0.21,0,0,0,0,0,0,0,0.723347548,0.223466596,0.249480053,0.535135135,0.25,0.403895382198942,29.9226164380166,3.66957082780717
"262672",0.314,0.486,0,0.192,0,0,0,0.008,0,0,0,0.70587477,0.247888977,0.272614361,0.637837838,0.5,0.403243549096787,31.1702995088738,2.73979074413654
"92",0.294,0.474,0,0.232,0,0,0,0,0,0,0,0.768198211,0.208782102,0.254823889,0.518918919,0.25,0.401285724719508,29.2908146280782,4.10113668638
"262666",0.326,0.486,0,0.18,0,0,0,0.008,0,0,0,0.677036112,0.256938487,0.268594342,0.637837838,0.5,0.401260824442531,31.0667393487099,2.8141120095827
"260039",0.33,0.486,0,0.178,0,0,0,0.006,0,0,0,0.669857596,0.2541435,0.260427133,0.632432432,0.5,0.401073411895944,30.8308356880544,2.99419218737321
"296816",0.306,0.488,0,0.204,0,0,0,0.002,0,0,0,0.729159416,0.22503486,0.251088662,0.637837838,0.5,0.399593360026995,31.202839634505,2.70275318222683
"84121",0.296,0.478,0,0.226,0,0,0,0,0,0,0,0.761413326,0.210295649,0.251260895,0.551351351,0.25,0.398513009057939,30.7154941379722,3.07265027395846
"294393",0.306,0.484,0.004,0.206,0,0,0,0,0,0,0,0.728543355,0.232528462,0.262138147,0.637837838,0.5,0.398131131146781,31.2450275047195,2.66499780873483
"252176",0.306,0.486,0,0.208,0,0,0,0,0,0,0,0.733021919,0.218790045,0.242805229,0.616216216,0.25,0.396922447223568,31.4539531057786,2.49493764104462
"260050",0.308,0.486,0,0.2,0,0,0,0.006,0,0,0,0.722251296,0.237572147,0.267508828,0.632432432,0.5,0.396397374205292,30.987936457483,2.8591557603302
"252185",0.288,0.486,0,0.226,0,0,0,0,0,0,0,0.773142517,0.205279322,0.245917159,0.616216216,0.25,0.395660648983375,31.079324623934,2.78640849109567
"210168",0.292,0.484,0,0.224,0,0,0,0,0,0,0,0.76587975,0.207935751,0.246974514,0.6,0.25,0.395174341038885,31.1025295782379,2.76688824158858
"42096",0.316,0.476,0,0.208,0,0,0,0,0,0,0,0.718883598,0.224936899,0.248985213,0.535135135,0.25,0.393749721178765,29.8471036816599,3.68628899578682
"294277",0.336,0.486,0.002,0.176,0,0,0,0,0,0,0,0.659136944,0.248518224,0.243034494,0.635135135,0.5,0.391830623347178,30.7503416672659,3.0242234217818
"42095",0.318,0.476,0,0.206,0,0,0,0,0,0,0,0.714401323,0.226407201,0.248467315,0.535135135,0.25,0.388231645352812,29.789195060778,3.70675346537433
"260051",0.306,0.486,0,0.202,0,0,0,0.006,0,0,0,0.726897903,0.236065661,0.268006907,0.632432432,0.5,0.387731559797418,30.9622135540023,2.85060078793589
"252177",0.304,0.486,0,0.21,0,0,0,0,0,0,0,0.737552639,0.217288854,0.243243008,0.616216216,0.25,0.38703075576066,31.3580744286243,2.54093089615848
"294173",0.342,0.488,0,0.17,0,0,0,0,0,0,0,0.645778726,0.246386021,0.228958599,0.632432432,0.25,0.386779097206428,30.6139182207553,3.10876765948773
"262673",0.312,0.486,0,0.194,0,0,0,0.008,0,0,0,0.710612252,0.246380725,0.273198094,0.637837838,0.5,0.386543096514369,31.1097412184469,2.73360716943764
"252175",0.308,0.486,0,0.206,0,0,0,0,0,0,0,0.728472666,0.220291236,0.2423442,0.616216216,0.25,0.38594823951372,31.4715264940943,2.44708447517272
"210160",0.308,0.484,0,0.208,0,0,0,0,0,0,0,0.730251434,0.219895861,0.244023874,0.6,0.25,0.384980996370965,31.3388086200623,2.54977022059352
"42094",0.32,0.476,0,0.204,0,0,0,0,0,0,0,0.709900627,0.227877504,0.247926273,0.535135135,0.25,0.384126923407176,29.7352919478985,3.72924271975822
"91",0.296,0.474,0,0.23,0,0,0,0,0,0,0,0.763942622,0.210246227,0.254566171,0.518918919,0.25,0.383589277276151,29.1905860263427,4.10135672282094
"210161",0.306,0.484,0,0.21,0,0,0,0,0,0,0,0.734768703,0.218400847,0.24447314,0.6,0.25,0.382897272083977,31.291563633802,2.58043712902619
"296817",0.304,0.488,0,0.206,0,0,0,0.002,0,0,0,0.733754519,0.223525726,0.251550112,0.637837838,0.5,0.382807710430969,31.1285867485464,2.70704225901124
"294380",0.332,0.484,0.004,0.18,0,0,0,0,0,0,0,0.667497531,0.252147207,0.254168983,0.637837838,0.5,0.381811827557741,30.9261917078294,2.85853133942575
"294296",0.298,0.486,0.002,0.214,0,0,0,0,0,0,0,0.748011662,0.219861442,0.254265828,0.635135135,0.5,0.380585435902278,30.9934948009745,2.80340415794821
"296804",0.33,0.488,0,0.18,0,0,0,0.002,0,0,0,0.672521408,0.243144471,0.243684563,0.637837838,0.5,0.380481299411188,30.8519804045238,2.91011600492955
"42093",0.322,0.476,0,0.202,0,0,0,0,0,0,0,0.705381415,0.229347807,0.247361997,0.535135135,0.25,0.380274762335769,29.6816956040221,3.75215222366849
"168153",0.292,0.482,0,0.226,0,0,0,0,0,0,0,0.767334256,0.207663931,0.24857244,0.583783784,0.25,0.379899599579769,30.6687034283274,3.04486601403442
"260038",0.332,0.486,0,0.176,0,0,0,0.006,0,0,0,0.664975286,0.255649987,0.259634588,0.632432432,0.5,0.379276456187632,30.6998549770794,3.01967003943353
"210167",0.294,0.484,0,0.222,0,0,0,0,0,0,0,0.761489295,0.209430765,0.246685637,0.6,0.25,0.378712634217602,31.0617146680877,2.74521519332162
"294394",0.304,0.484,0.004,0.208,0,0,0,0,0,0,0,0.733105582,0.231019328,0.262583931,0.637837838,0.5,0.378521039079382,31.162259090217,2.66725042061074
"252184",0.29,0.486,0,0.224,0,0,0,0,0,0,0,0.768756689,0.206780514,0.245662776,0.616216216,0.25,0.377954838140769,31.0335454760312,2.76427980989342
"262665",0.328,0.486,0,0.178,0,0,0,0.008,0,0,0,0.672159686,0.258446739,0.267836919,0.637837838,0.5,0.377393950111391,30.9237353153188,2.84581049408282
"260052",0.304,0.486,0,0.204,0,0,0,0.006,0,0,0,0.731525549,0.234559174,0.268481146,0.632432432,0.5,0.376458093905821,30.9239701919083,2.84253921397465
"42092",0.324,0.476,0,0.2,0,0,0,0,0,0,0,0.700843591,0.23081811,0.246774393,0.535135135,0.25,0.376402853343394,29.6281064726838,3.77468808677133
"252178",0.302,0.486,0,0.212,0,0,0,0,0,0,0,0.742064922,0.215787662,0.243657618,0.616216216,0.25,0.3747937351645,31.2568689255223,2.58190866726491
"294276",0.338,0.486,0.002,0.174,0,0,0,0,0,0,0,0.654263238,0.250026476,0.242199426,0.635135135,0.5,0.374307442463312,30.635345142834,3.05043712466196
"42091",0.326,0.476,0,0.198,0,0,0,0,0,0,0,0.696287056,0.232288412,0.246163365,0.535135135,0.25,0.372493463184621,29.574419626114,3.79685387206539
"210162",0.304,0.484,0,0.212,0,0,0,0,0,0,0,0.739267577,0.216905834,0.244899278,0.6,0.25,0.372412974006668,31.2118126840968,2.60931120509299
"262674",0.31,0.486,0,0.196,0,0,0,0.008,0,0,0,0.715330316,0.244872474,0.273757479,0.637837838,0.5,0.371066882069583,31.0551547303092,2.72530998506859
"252183",0.292,0.486,0,0.222,0,0,0,0,0,0,0,0.764353068,0.208281705,0.245385691,0.616216216,0.25,0.369463950817571,31.0221585655503,2.74515640655108
"42090",0.328,0.476,0,0.196,0,0,0,0,0,0,0,0.691711712,0.233758715,0.245528812,0.535135135,0.25,0.367502379627453,29.5144910772219,3.81883888912611
"90",0.298,0.474,0,0.228,0,0,0,0,0,0,0,0.75966973,0.211710352,0.254286178,0.518918919,0.25,0.366702032404763,29.0929329501884,4.10058262867142
"210159",0.31,0.484,0,0.206,0,0,0,0,0,0,0,0.725715675,0.221390875,0.2435514,0.6,0.25,0.366052956797503,31.2983814341655,2.52175131301483
"252182",0.294,0.486,0,0.22,0,0,0,0,0,0,0,0.759931566,0.209782896,0.245085846,0.616216216,0.25,0.363544558996187,31.0307047040618,2.71920857692883
"225905",0.318,0.484,0,0.186,0,0,0,0.012,0,0,0,0.693730734,0.261895684,0.285634896,0.632432432,0.5,0.363422459402854,30.7917735012558,2.89782236964166
"294172",0.344,0.488,0,0.168,0,0,0,0,0,0,0,0.640843369,0.24789339,0.228046462,0.632432432,0.25,0.363289194653469,30.5019489367948,3.10976258542258
"252174",0.31,0.486,0,0.204,0,0,0,0,0,0,0,0.723904784,0.221792428,0.24185984,0.616216216,0.25,0.36322640629006,31.4347200424264,2.40586097860664
"294379",0.334,0.484,0.004,0.178,0,0,0,0,0,0,0,0.662664439,0.253656341,0.253384892,0.637837838,0.5,0.361392355545964,30.7918189030399,2.89090818056457
"42089",0.33,0.476,0,0.194,0,0,0,0,0,0,0,0.687117458,0.235229018,0.24487063,0.535135135,0.25,0.361187433428133,29.4467629642144,3.84056776824454
"210166",0.296,0.484,0,0.22,0,0,0,0,0,0,0,0.757080998,0.210925779,0.246374046,0.6,0.25,0.361001456851195,31.0232510062752,2.71646196737422
"260037",0.334,0.486,0,0.174,0,0,0,0.006,0,0,0,0.660072619,0.257156473,0.258816677,0.632432432,0.5,0.359910042994731,30.5747148935218,3.04514795994835
"252179",0.3,0.486,0,0.214,0,0,0,0,0,0,0,0.746558863,0.214286471,0.244049135,0.616216216,0.25,0.359692829220579,31.1473470163542,2.61784162150371
"262675",0.308,0.486,0,0.198,0,0,0,0.008,0,0,0,0.720029066,0.243364222,0.274292622,0.637837838,0.5,0.359205661918785,31.0153250849715,2.7165118878934
"210163",0.302,0.484,0,0.214,0,0,0,0,0,0,0,0.74374815,0.21541082,0.245302365,0.6,0.25,0.359170068061116,31.1233767958123,2.6344378494728
"84120",0.298,0.478,0,0.224,0,0,0,0,0,0,0,0.757079727,0.21177213,0.250959449,0.551351351,0.25,0.358970564740785,30.5524413925639,3.05805780653347
"252167",0.324,0.486,0,0.19,0,0,0,0,0,0,0,0.69139965,0.232300768,0.237808274,0.616216216,0.25,0.358673009804869,31.2044694582528,2.57074808914241
"296818",0.302,0.488,0,0.208,0,0,0,0.002,0,0,0,0.738330905,0.222016592,0.251988078,0.637837838,0.5,0.358109724481167,30.999624649023,2.72471618577718
"294297",0.296,0.486,0.002,0.216,0,0,0,0,0,0,0,0.752500425,0.21835319,0.254620424,0.635135135,0.5,0.357232343472514,30.8724350872449,2.81699284805466
"225904",0.32,0.484,0,0.184,0,0,0,0.012,0,0,0,0.688900247,0.263401289,0.284961803,0.632432432,0.5,0.357078961276573,30.7287016252443,2.92277762276683
"252168",0.322,0.486,0,0.192,0,0,0,0,0,0,0,0.69610073,0.230799576,0.238458592,0.616216216,0.25,0.357008201080862,31.2631853531351,2.52013719789711
"294275",0.34,0.486,0.002,0.172,0,0,0,0,0,0,0,0.649369158,0.251534728,0.24133906,0.635135135,0.5,0.356875383828977,30.5185669254339,3.0752674778887
"296803",0.332,0.488,0,0.178,0,0,0,0.002,0,0,0,0.667673651,0.244653605,0.242908637,0.637837838,0.5,0.355100946678228,30.6914744466551,2.94329233469811
"42088",0.332,0.476,0,0.192,0,0,0,0,0,0,0,0.682504196,0.23669932,0.244188711,0.535135135,0.25,0.354968133830477,29.379141789199,3.86200846041922
"252181",0.296,0.486,0,0.218,0,0,0,0,0,0,0,0.755492092,0.211284088,0.244763181,0.616216216,0.25,0.35439986100932,31.0333167992061,2.68702903985049
"262664",0.33,0.486,0,0.176,0,0,0,0.008,0,0,0,0.667262967,0.259954991,0.267054163,0.637837838,0.5,0.35428178879245,30.7807760559671,2.87487465821904
"168152",0.294,0.482,0,0.224,0,0,0,0,0,0,0,0.762974633,0.209152767,0.248294429,0.583783784,0.25,0.352606247637435,30.5590283387624,3.03102927449411
"225906",0.316,0.484,0,0.188,0,0,0,0.012,0,0,0,0.698541323,0.26039008,0.286283,0.632432432,0.5,0.352225658216973,30.7456581765744,2.89367457947647
"252166",0.326,0.486,0,0.188,0,0,0,0,0,0,0,0.686679131,0.233801959,0.237133826,0.616216216,0.25,0.352051988024169,31.1136782493484,2.61849815392234
"294395",0.302,0.484,0.004,0.21,0,0,0,0,0,0,0,0.737649224,0.229510193,0.263006298,0.637837838,0.5,0.350827367054277,31.0149608849516,2.6889807639514
"260053",0.302,0.486,0,0.206,0,0,0,0.006,0,0,0,0.736134335,0.233052687,0.268931634,0.632432432,0.5,0.350729275287785,30.7789335631773,2.8640881374117
"89",0.3,0.474,0,0.226,0,0,0,0,0,0,0,0.75537945,0.213174477,0.253983857,0.518918919,0.25,0.349958313264226,28.9938873480975,4.09889567383732
"42087",0.334,0.476,0,0.19,0,0,0,0,0,0,0,0.677871822,0.238169623,0.243482942,0.535135135,0.25,0.348605200219475,29.3101903444723,3.88318278802313
"225903",0.322,0.484,0,0.182,0,0,0,0.012,0,0,0,0.684049753,0.264906893,0.284263594,0.632432432,0.5,0.347886253804485,30.6495874988285,2.94886053766686
"252169",0.32,0.486,0,0.194,0,0,0,0,0,0,0,0.700782476,0.229298385,0.239084893,0.616216216,0.25,0.347020453509508,31.2912555108704,2.46633116623167
"262676",0.306,0.486,0,0.2,0,0,0,0.008,0,0,0,0.724708606,0.24185597,0.274803623,0.637837838,0.5,0.346838899087485,30.9768835488373,2.70417926837958
"252165",0.328,0.486,0,0.186,0,0,0,0,0,0,0,0.681939066,0.235303151,0.236435131,0.616216216,0.25,0.345079818112404,31.0235356992295,2.6633871743914
"252180",0.298,0.486,0,0.216,0,0,0,0,0,0,0,0.751034555,0.212785279,0.244417633,0.616216216,0.25,0.344997953054629,31.0419213548325,2.64932274404889
"210158",0.312,0.484,0,0.204,0,0,0,0,0,0,0,0.721161328,0.222885888,0.243055634,0.6,0.25,0.344889639036772,31.2538651095053,2.48818693486407
"294298",0.294,0.486,0.002,0.218,0,0,0,0,0,0,0,0.756970986,0.216844939,0.254951964,0.635135135,0.5,0.344795998531339,30.8026050901275,2.82635567547432
"210164",0.3,0.484,0,0.216,0,0,0,0,0,0,0,0.748210517,0.213915806,0.245682476,0.6,0.25,0.344268567273974,31.0303653672471,2.65555985478041
"294378",0.336,0.484,0.004,0.176,0,0,0,0,0,0,0,0.657811195,0.255165475,0.252575726,0.637837838,0.5,0.343964429225126,30.6692261967019,2.920928830478
"260036",0.336,0.486,0,0.172,0,0,0,0.006,0,0,0,0.655149481,0.25866296,0.25797325,0.632432432,0.5,0.343886795301592,30.462900976537,3.06936342308869
"42086",0.336,0.476,0,0.188,0,0,0,0,0,0,0,0.673220233,0.239639926,0.242753208,0.535135135,0.25,0.34101768464957,29.2333510231292,3.90405118850891
"210165",0.298,0.484,0,0.218,0,0,0,0,0,0,0,0.752654769,0.212420793,0.24603968,0.6,0.25,0.340576422629185,30.9807162383066,2.68027712917115
"294487",0.32,0.482,0.006,0.192,0,0,0,0,0,0,0,0.69475054,0.249725532,0.267175283,0.640540541,0.5,0.340548635928723,30.9684660585247,2.68930061179465
"210152",0.324,0.484,0,0.192,0,0,0,0,0,0,0,0.693439408,0.23185597,0.239586759,0.6,0.25,0.340047005855441,31.0415217061985,2.6330998562876
"225907",0.314,0.484,0,0.19,0,0,0,0.012,0,0,0,0.703332124,0.258884476,0.286906235,0.632432432,0.5,0.33991362340494,30.6961441864358,2.88725764763899
"262663",0.332,0.486,0,0.174,0,0,0,0.008,0,0,0,0.66234584,0.261463242,0.266245931,0.637837838,0.5,0.33977048822772,30.680339417284,2.89823197533256
"294171",0.346,0.488,0,0.166,0,0,0,0,0,0,0,0.635887294,0.249400759,0.227108622,0.632432432,0.25,0.339535806988339,30.3874719675122,3.10749152716644
"294274",0.342,0.486,0.002,0.17,0,0,0,0,0,0,0,0.644454588,0.253042979,0.240453243,0.635135135,0.5,0.339534635190086,30.3995068160401,3.09894330558464
"252173",0.312,0.486,0,0.202,0,0,0,0,0,0,0,0.719318174,0.223293619,0.24135206,0.616216216,0.25,0.339169188172467,31.3977678964529,2.35873550266492
"225902",0.324,0.484,0,0.18,0,0,0,0.012,0,0,0,0.679179139,0.266412497,0.28354014,0.632432432,0.5,0.338687069675274,30.5711921538717,2.97324547725231
"168145",0.308,0.482,0,0.21,0,0,0,0,0,0,0,0.731956258,0.219574618,0.245711759,0.583783784,0.25,0.338326936521468,30.4950676261499,3.02653008614888
"294486",0.322,0.482,0.006,0.19,0,0,0,0,0,0,0,0.690036286,0.251235548,0.266540031,0.640540541,0.5,0.337266624866152,30.9355630416593,2.70261179011664
"210151",0.326,0.484,0,0.19,0,0,0,0,0,0,0,0.688752174,0.233350984,0.238925299,0.6,0.25,0.3367330311828,30.9585104981546,2.68380074516475
"296802",0.334,0.488,0,0.176,0,0,0,0.002,0,0,0,0.662805703,0.246162739,0.242107671,0.637837838,0.5,0.336633669468422,30.5643791867399,2.97086463209303
"88",0.302,0.474,0,0.224,0,0,0,0,0,0,0,0.751071694,0.214638602,0.253659152,0.518918919,0.25,0.335680590492041,28.9058370866359,4.09780291372123
"252170",0.318,0.486,0,0.196,0,0,0,0,0,0,0,0.705444991,0.227797194,0.239687288,0.616216216,0.25,0.335532880804571,31.3165054949846,2.40979914175618
"252164",0.33,0.486,0,0.184,0,0,0,0,0,0,0,0.677179349,0.236804342,0.235712067,0.616216216,0.25,0.335089397932527,30.9207548413621,2.70615669617293
"168144",0.31,0.482,0,0.208,0,0,0,0,0,0,0,0.727452391,0.221063454,0.245251045,0.583783784,0.25,0.335014905454795,30.4617582294668,3.0384235955896
"87",0.304,0.474,0,0.222,0,0,0,0,0,0,0,0.746746378,0.216102727,0.253312003,0.518918919,0.25,0.334486166552598,28.8867126113296,4.10528752407677
"262677",0.304,0.486,0,0.202,0,0,0,0.008,0,0,0,0.729369038,0.240347719,0.275290577,0.637837838,0.5,0.334248113522489,30.9406809737217,2.68857115750868
"42085",0.338,0.476,0,0.186,0,0,0,0,0,0,0,0.668549327,0.241110229,0.241999388,0.535135135,0.25,0.333589789521856,29.1567026384057,3.92461733951701
"296819",0.3,0.488,0,0.21,0,0,0,0.002,0,0,0,0.742888671,0.220507457,0.252402641,0.637837838,0.5,0.33342309345172,30.867457867108,2.73970124732006
"86",0.306,0.474,0,0.22,0,0,0,0,0,0,0,0.742403414,0.217566852,0.25294235,0.518918919,0.25,0.332834517457793,28.8651827349889,4.11238643151419
"210150",0.328,0.484,0,0.188,0,0,0,0,0,0,0,0.684045546,0.234845998,0.238239744,0.6,0.25,0.332799109000803,30.87458778975,2.73232395301021
"210153",0.322,0.484,0,0.194,0,0,0,0,0,0,0,0.698107353,0.230360957,0.240224239,0.6,0.25,0.332286475823984,31.0769409402717,2.58063260526903
"294299",0.292,0.486,0.002,0.22,0,0,0,0,0,0,0,0.761423438,0.215336687,0.255260514,0.635135135,0.5,0.331929014260868,30.7137611535514,2.84659262070398
"228530",0.318,0.484,0,0.184,0,0,0,0.014,0,0,0,0.691189401,0.26770541,0.291520857,0.637837838,0.5,0.331492856053428,30.8594062541327,2.7389734852905
"85",0.308,0.474,0,0.218,0,0,0,0,0,0,0,0.738042712,0.219030977,0.252550127,0.518918919,0.25,0.331052951909769,28.8431639948109,4.11920550922988
"228531",0.316,0.484,0,0.186,0,0,0,0.014,0,0,0,0.696034204,0.266198041,0.292183536,0.637837838,0.5,0.329669162080264,30.8777234715764,2.71927124176233
"84",0.31,0.474,0,0.216,0,0,0,0,0,0,0,0.733664185,0.220495102,0.252135267,0.518918919,0.25,0.329165431351833,28.8207554745301,4.12577380972216
"294488",0.318,0.482,0.006,0.194,0,0,0,0,0,0,0,0.699445397,0.248215515,0.267786279,0.640540541,0.5,0.329034184509032,30.9178948867739,2.68758732533508
"294485",0.324,0.482,0.006,0.188,0,0,0,0,0,0,0,0.685302531,0.252745565,0.26588041,0.640540541,0.5,0.328923532713665,30.8761063802584,2.71789176597936
"210149",0.33,0.484,0,0.186,0,0,0,0,0,0,0,0.679319419,0.236341011,0.237529977,0.6,0.25,0.328726514746666,30.7917380302257,2.77881733268335
"168143",0.312,0.482,0,0.206,0,0,0,0,0,0,0,0.722930076,0.22255229,0.244767163,0.583783784,0.25,0.328629014759671,30.415139169206,3.0484176913428
"262662",0.334,0.486,0,0.172,0,0,0,0.008,0,0,0,0.657408189,0.262971494,0.265412073,0.637837838,0.5,0.328280279121803,30.5934704437941,2.92032603881826
"260035",0.338,0.486,0,0.17,0,0,0,0.006,0,0,0,0.650205753,0.260169447,0.257104152,0.632432432,0.5,0.328242199735966,30.351503253585,3.0918738193742
"294377",0.338,0.484,0.004,0.174,0,0,0,0,0,0,0,0.652937686,0.256674609,0.25174134,0.637837838,0.5,0.328045165292245,30.5520432263507,2.94909696397292
"225908",0.312,0.484,0,0.192,0,0,0,0.012,0,0,0,0.708103246,0.257378872,0.287504718,0.632432432,0.5,0.327286448942319,30.6474137240418,2.87810822300336
"42084",0.34,0.476,0,0.184,0,0,0,0,0,0,0,0.663858998,0.242580531,0.241221359,0.535135135,0.25,0.326861562825558,29.0832761566133,3.94515696826543
"168151",0.296,0.482,0,0.222,0,0,0,0,0,0,0,0.758597296,0.210641603,0.247993809,0.583783784,0.25,0.32659850404889,30.4564695241981,3.01181954621924
"252775",0.32,0.474,0.012,0.194,0,0,0,0,0,0,0,0.692779251,0.269187186,0.293174396,0.632432432,0.5,0.326562133643506,30.6182766476133,2.89644546071734
"168146",0.306,0.482,0,0.212,0,0,0,0,0,0,0,0.736441771,0.218085782,0.246149385,0.583783784,0.25,0.326433961501242,30.4497312509614,3.01599260116642
"260054",0.3,0.486,0,0.208,0,0,0,0.006,0,0,0,0.740724358,0.231546201,0.269358455,0.632432432,0.5,0.325485907977268,30.631061417677,2.88345695670332
"83",0.312,0.474,0,0.214,0,0,0,0,0,0,0,0.729267741,0.221959227,0.251697699,0.518918919,0.25,0.325410215959156,28.7855230458306,4.13262781796463
"228529",0.32,0.484,0,0.182,0,0,0,0.014,0,0,0,0.686324541,0.269212779,0.29083295,0.637837838,0.5,0.32428281808277,30.7807664996796,2.77129566898954
"294396",0.3,0.484,0.004,0.212,0,0,0,0,0,0,0,0.742174377,0.228001059,0.263405327,0.637837838,0.5,0.324034580073698,30.8675176455408,2.70730828503972
"84114",0.31,0.478,0,0.212,0,0,0,0,0,0,0,0.73070465,0.220631012,0.248675551,0.551351351,0.25,0.3231559630746,30.2328410401175,3.15611249436809
